exchange,symbol,date,increase,retracement
bybit,TUNAUSDT,2025-07-30,26.5395,0.987
bybit,TWTUSDT,2025-09-02,1.1021,0.381
bybit,UUSDT,2025-09-04,6.16,0.8601
bybit,UMAUSDT,2025-05-22,0.5341,0.5994
bybit,USDYUSDT,2025-08-30,0.8014,0.998
bybit,USTCUSDT,2025-07-02,0.5085,0.5072
bybit,VANAUSDT,2026-02-06,0.5041,1.0505
bybit,VANRYUSDT,2025-06-23,0.7455,0.3911
bybit,VELOUSDT,2025-07-01,0.5354,0.3374
bybit,VIRTUALUSDT,2025-05-18,0.5348,1.0353
bybit,VOOIUSDT,2025-12-18,3.8,1.1
bybit,VTHOUSDT,2025-12-19,0.5319,1.044
bybit,VVVUSDT,2025-06-06,0.5267,1.0663
bybit,WALUSDT,2025-12-23,0.5056,0.7512
bybit,WAXPUSDT,2026-03-02,0.5563,0.7132
bybit,WCTUSDT,2025-05-15,1.4922,1.0399
bybit,WEMIXUSDT,2025-05-31,0.7954,0.388
bybit,WETUSDT,2025-12-09,10.355,0.4972
bybit,WHITEWHALEUSDT,2026-01-06,3.9356,1.0719
bybit,WIFUSDT,2025-06-23,0.5592,0.3062
bybit,WLDUSDT,2025-05-18,0.5345,1.0697
bybit,WLFIUSDT,2025-09-01,3.4099,0.629
bybit,XAIUSDT,2025-06-23,0.5133,0.431
bybit,XANUSDT,2025-09-29,5.3556,1.0535
bybit,XEMUSDT,2025-06-14,0.5712,2.1715
bybit,XIONUSDT,2025-05-23,0.5408,0.6214
bybit,XLMBTC,2025-06-26,1.0742,0.3315
bybit,XPLUSDT,2025-09-25,7.462,0.8689
bybit,XTERUSDT,2025-08-06,2.0564,0.7704
bybit,XTZUSDT,2025-07-02,1.3795,0.3303
bybit,YBUSDT,2025-10-15,1.8063,0.8662
bybit,ZAMAUSDT,2026-02-02,2.95,0.7227
bybit,ZBTUSDT,2025-10-17,9.4,0.9417
bybit,ZENUSDT,2025-09-15,0.5153,0.4725
bybit,ZENTUSDT,2025-08-16,0.7825,0.4562
bybit,ZEREBROUSDT,2025-06-22,0.5836,0.7652
bybit,ZETAUSDT,2026-01-21,0.5437,1.4889
bybit,ZEXUSDT,2025-05-17,0.7731,0.8573
bybit,ZIGUSDT,2025-07-06,0.5801,0.5023
bybit,ZILUSDT,2026-01-20,0.5019,1.412
bybit,ZKUSDT,2025-06-23,0.5964,0.3449
bybit,ZKCUSDT,2025-09-15,7.87,0.9203
bybit,ZKJUSDT,2025-06-16,1.3792,1.3491
bybit,ZKPUSDT,2025-12-19,3.4926,0.579
bybit,ZORAUSDT,2025-06-26,0.5188,0.3404
bybit,ZRCUSDT,2025-06-06,0.6016,1.2714
bybit,ZROUSDT,2025-08-01,0.5058,0.7812
bybit,ZRXUSDT,2025-12-15,0.5284,0.9448
kucoin,0GUSDT,2025-09-22,34.2135,0.7147
kucoin,1INCHUSDT,2025-06-25,1.1385,0.352
kucoin,2ZUSDT,2025-10-02,90.825,0.7585
kucoin,ABTC,2025-05-28,1.1562,1.0944
kucoin,A2ZUSDT,2025-08-01,3.145,0.7632
kucoin,A47USDT,2025-07-28,0.5833,0.7337
kucoin,AAVEBTC,2025-08-06,0.507,0.4161
kucoin,AAVEUSDT,2025-08-06,0.5111,0.5161
kucoin,ACHUSDT,2025-07-02,0.7997,0.3967
kucoin,ACNUSDT,2026-04-29,13.0845,0.9566
kucoin,ACQUSDT,2025-06-18,0.6107,0.408
kucoin,ACSUSDT,2025-06-19,0.555,0.9223
kucoin,ACTSOLUSDT,2025-10-31,0.557,1.2046
kucoin,ACUUSDT,2026-01-20,11.8953,0.8077
kucoin,ACXUSDT,2025-07-01,0.9838,0.5736
kucoin,AERGOUSDT,2025-06-18,0.5178,0.8729
kucoin,AEROUSDT,2025-05-29,0.5017,0.5322
kucoin,AEVOUSDT,2025-06-23,0.8681,0.5136
kucoin,AGLDUSDT,2026-01-12,0.526,1.2997
kucoin,AGTUSDT,2025-05-21,0.931,0.6058
kucoin,AIUSDT,2026-04-29,7.882,0.756
kucoin,AI3USDT,2025-08-27,2.78,0.9955
kucoin,AINUSDT,2025-07-05,13.3807,0.4814
kucoin,AIOUSDT,2025-08-02,5.528,0.4955
kucoin,AIOZUSDT,2025-07-04,0.5734,0.4434
kucoin,AIXBTUSDT,2025-05-18,0.5309,0.9831
kucoin,AKEUSDT,2025-08-21,1.9445,0.4497
kucoin,ALEPHUSDT,2025-06-18,0.507,0.8254
kucoin,ALEXUSDT,2025-07-15,0.5089,1.0351
kucoin,ALICEUSDT,2025-09-21,0.8425,1.1672
kucoin,ALKIMIUSDT,2025-08-19,0.75,1.6115
kucoin,ALLOUSDT,2025-11-11,2.5928,1.1629
kucoin,ALPINEUSDT,2025-06-19,0.641,0.7279
kucoin,ALTUSDT,2025-05-29,0.6865,0.9073
kucoin,ALUUSDT,2025-07-02,0.5292,1.5651
kucoin,AMPUSDT,2025-12-22,0.5297,0.6233
kucoin,ANIMEUSDT,2025-05-22,0.9344,0.6099
kucoin,ANKRBTC,2026-03-05,0.5246,0.6828
kucoin,ANKRUSDT,2026-02-28,0.5647,0.7833
kucoin,ANOMEUSDT,2025-10-17,19.0,0.5731
kucoin,APEUSDT,2026-04-06,2.2305,0.6388
kucoin,API3USDT,2025-07-03,0.6251,0.4612
kucoin,APRUSDT,2025-11-10,0.5824,1.5916
kucoin,ARCAUSDT,2025-05-15,0.5435,1.1394
kucoin,ARCSOLUSDT,2025-06-23,0.5789,0.3788
kucoin,ARIAUSDT,2025-08-21,5.0324,0.3597
kucoin,ARKMUSDT,2025-09-02,0.547,0.4598
kucoin,ARPAUSDT,2025-10-11,0.6166,0.7634
kucoin,ARTUSDT,2025-09-09,1.2945,1.5649
kucoin,ARTFIUSDT,2025-06-06,0.8057,1.1168
kucoin,ARTYUSDT,2025-06-03,0.5023,1.29
kucoin,ASPUSDT,2025-07-24,4.0,0.8997
kucoin,ASTERUSDT,2025-09-24,0.5823,1.4116
kucoin,ASTRUSDT,2025-10-01,0.5028,1.3249
kucoin,ATAUSDT,2026-03-31,0.5064,0.6721
kucoin,ATHUSDT,2025-08-21,0.5915,0.4575
kucoin,AUCTIONUSDT,2025-06-25,0.7061,0.619
kucoin,AUDIOUSDT,2026-03-30,0.9363,0.7983
kucoin,AURORAUSDT,2025-08-09,0.5957,0.9874
kucoin,AVABTC,2025-06-29,0.5723,0.7802
kucoin,AVAUSDT,2025-10-11,0.6386,0.9298
kucoin,AVAAIUSDT,2025-05-20,0.5338,1.6779
kucoin,AVAILUSDT,2025-08-27,1.5794,0.8908
kucoin,AVNTUSDT,2025-09-09,37.0941,0.4553
kucoin,AWEUSDT,2025-05-21,17.6291,0.9927
kucoin,AXSUSDT,2025-12-27,0.7028,0.5616
kucoin,AZEROUSDT,2025-05-28,0.5381,1.1268
kucoin,AZTECUSDT,2026-02-12,3.976,0.7352
kucoin,B2USDT,2025-06-14,0.6424,0.6183
kucoin,B3USDT,2025-10-11,0.6087,0.6176
kucoin,BABYUSDT,2025-07-09,0.5087,0.5472
kucoin,BABYDOGEUSDT,2025-06-28,0.5041,0.3363
kucoin,BALUSDT,2025-07-03,1.1526,0.6411
kucoin,BANANAUSDT,2025-06-26,0.5264,0.3929
kucoin,BANDUSDT,2025-08-04,1.1003,0.3384
kucoin,BARDUSDT,2025-10-10,0.5145,1.2517
kucoin,BASUSDT,2025-08-21,2.0144,0.4484
kucoin,BASEDUSDT,2026-03-30,9.835,0.7905
kucoin,BATUSDT,2025-09-25,0.6615,0.4481
kucoin,BAXUSDT,2025-11-05,1.1395,0.7531
kucoin,BBUSDT,2025-06-23,0.6247,0.5301
kucoin,BCUTUSDT,2025-05-21,0.6003,1.0199
kucoin,BDXBTC,2025-12-04,0.5023,0.4362
kucoin,BERTUSDT,2025-08-22,0.8398,0.704
kucoin,BFCUSDT,2025-05-24,0.6577,0.6073
kucoin,BICOUSDT,2025-08-03,0.518,0.8422
kucoin,BIOUSDT,2025-06-23,0.5272,0.315
kucoin,BIRBUSDT,2026-01-28,10.1826,0.7106
kucoin,BLASTUSDT,2025-06-29,0.6215,0.3968
kucoin,BLENDUSDT,2026-04-24,9.876,0.919
kucoin,BLUAIUSDT,2025-10-21,6.5146,0.7521
kucoin,BLUEUSDT,2025-05-18,0.5463,0.7746
kucoin,BLUMUSDT,2025-07-08,1.4373,0.9003
kucoin,BLURUSDT,2025-07-03,0.7642,0.3706
kucoin,BLZUSDT,2025-07-05,0.5015,0.6597
kucoin,BMXUSDT,2025-09-02,0.6246,0.4135
kucoin,BNKRUSDT,2026-02-13,3.4803,1.0624
kucoin,BNRENSHENGUSDT,2026-01-09,1.6303,0.7573
kucoin,BOBUSDT,2025-11-20,2.126,0.698
kucoin,BOBAUSDT,2025-05-15,0.6858,0.9451
kucoin,BOMEUSDT,2025-06-23,0.5503,0.338
kucoin,BONKUSDT,2025-06-20,0.6829,0.3022
kucoin,BOSUSDT,2025-10-29,2.1579,1.011
kucoin,BOSONUSDT,2025-06-30,0.5867,0.5145
kucoin,BREVUSDT,2026-01-06,2.75,0.9716
kucoin,BRISEUSDT,2025-07-02,0.7474,0.4621
kucoin,BSVBTC,2025-07-01,0.5551,1.3151
kucoin,BSVUSDT,2025-05-17,0.511,1.2629
kucoin,BSWUSDT,2025-06-13,0.5923,1.3841
kucoin,BTGUSDT,2026-01-02,0.6567,1.0137
kucoin,BTRUSDT,2025-08-27,2.6,0.5922
kucoin,BULLAUSDT,2025-07-08,0.8988,0.6275
kucoin,CUSDT,2025-07-14,25.8875,0.5293
kucoin,C98USDT,2025-05-25,0.5411,1.3323
kucoin,CAKEUSDT,2025-09-16,0.5273,0.396
kucoin,CAMPUSDT,2025-08-27,78.098,0.8515
kucoin,CARVUSDT,2026-01-26,0.543,1.5584
kucoin,CATUSDT,2025-06-23,0.5451,0.4048
kucoin,CATIUSDT,2025-07-02,0.5385,0.5664
kucoin,CCUSDT,2025-11-10,7.7495,0.643
kucoin,CCDUSDT,2025-06-20,0.5883,0.4924
kucoin,CELOUSDT,2025-07-05,0.5067,0.4224
kucoin,CESSUSDT,2025-06-26,12.4422,1.038
kucoin,CETUSUSDT,2025-07-02,0.5248,0.3132
kucoin,CFGUSDT,2025-05-15,0.8309,0.8088
kucoin,CHEEMSUSDT,2025-09-20,0.6898,0.3813
kucoin,CHEQUSDT,2025-07-26,0.5777,0.8577
kucoin,CHIPUSDT,2026-04-21,27.0746,0.6311
kucoin,CHIRPUSDT,2025-05-15,3.7724,0.5987
kucoin,CHOUSDT,2025-07-08,0.5995,0.4224
kucoin,CHRUSDT,2025-08-03,0.515,0.7296
kucoin,CHZBTC,2025-06-19,1.4838,0.9543
kucoin,CKBUSDT,2025-07-02,1.2681,0.3554
kucoin,CLOUSDT,2025-10-14,15.6634,0.7209
kucoin,CLOUDUSDT,2025-05-15,0.811,0.6055
kucoin,COLSUSDT,2025-09-15,2.6055,0.8929
kucoin,COMMONUSDT,2025-10-27,7.02,0.9109
kucoin,COMPUSDT,2025-05-31,0.565,0.5513
kucoin,COOKIEUSDT,2025-05-15,1.0553,0.7895
kucoin,COQUSDT,2025-07-04,0.6248,0.321
kucoin,COTIUSDT,2025-10-22,0.8703,0.5728
kucoin,CREDIUSDT,2025-06-28,0.5199,0.489
kucoin,CROSSUSDT,2025-07-04,21.34,0.3251
kucoin,CRTRUSDT,2026-02-23,3.364,0.5067
kucoin,CSPRUSDT,2026-03-06,0.6894,0.7013
kucoin,CTAUSDT,2025-05-15,0.5319,0.4823
kucoin,CTCUSDT,2025-11-21,0.6364,1.0442
kucoin,CVCUSDT,2025-10-31,0.5936,1.2143
kucoin,CWEBUSDT,2025-05-15,0.5192,0.5739
kucoin,CXTUSDT,2025-05-15,1.0632,0.9692
kucoin,CYBERUSDT,2025-06-23,0.7254,0.5813
kucoin,CYPRUSDT,2025-10-05,10.6336,0.938
kucoin,CYSUSDT,2025-12-11,4.5399,0.4882
kucoin,DUSDT,2025-06-23,0.9636,0.7351
kucoin,DAGUSDT,2025-07-04,0.6719,0.3174
kucoin,DAOUSDT,2026-02-06,0.5572,1.2501
kucoin,DASHBTC,2025-09-14,0.5014,0.6283
kucoin,DASHUSDT,2025-09-14,0.5397,0.5395
kucoin,DATAUSDT,2025-06-06,0.5161,0.822
kucoin,DBRUSDT,2025-06-10,1.3408,0.5822
kucoin,DCKUSDT,2025-11-23,0.7471,1.2888
kucoin,DCRUSDT,2025-10-17,3.084,0.6605
kucoin,DEFIUSDT,2025-06-21,0.5525,0.9726
kucoin,DEGENUSDT,2025-06-23,0.6868,0.3886
kucoin,DENTUSDT,2025-06-23,0.5194,0.3365
kucoin,DEXEUSDT,2025-09-03,0.8809,0.513
kucoin,DGBUSDT,2025-10-19,0.8361,0.4457
kucoin,DIAUSDT,2025-07-04,2.1174,0.409
kucoin,DINUSDT,2025-05-18,0.605,1.243
kucoin,DMCUSDT,2025-06-24,17.5664,0.9687
kucoin,DNUSDT,2026-01-09,2.7452,1.2463
kucoin,DODOUSDT,2025-11-17,0.515,1.3379
kucoin,DOGEGOVUSDT,2025-05-15,0.819,1.4494
kucoin,DOGSUSDT,2026-03-30,0.5821,0.584
kucoin,DOLOUSDT,2025-06-23,2.1428,0.6057
kucoin,DOODUSDT,2025-06-23,0.6643,0.576
kucoin,DPRUSDT,2025-08-02,1.0106,1.1545
kucoin,DRIFTUSDT,2025-07-03,1.0251,0.3551
kucoin,DSYNCUSDT,2025-08-11,2.667,0.9516
kucoin,DUCKUSDT,2025-06-06,1.2115,0.7225
kucoin,DYDXUSDT,2026-04-01,0.5515,0.4111
kucoin,DYMUSDT,2025-06-23,0.5629,0.3948
kucoin,EATUSDT,2025-10-29,1.2217,0.8211
kucoin,ECHOUSDT,2025-07-02,2.0276,1.1977
kucoin,EDENUSDT,2025-09-30,10.34,0.9678
kucoin,EDGENUSDT,2025-06-02,2.3945,1.2372
kucoin,EDUUSDT,2025-08-03,0.5417,0.8615
kucoin,EGL1USDT,2025-09-19,0.9393,0.7617
kucoin,EIGENUSDT,2025-06-23,0.5263,0.4368
kucoin,ELAUSDT,2025-08-15,0.7194,0.4053
kucoin,ELIZAOSUSDT,2025-11-10,0.793,1.2057
kucoin,ELONUSDT,2025-12-28,0.5575,0.9301
kucoin,ELPUSDT,2025-07-24,16.8426,1.0303
kucoin,ELSAUSDT,2026-01-20,3.5,1.0891
kucoin,ENAUSDT,2025-06-23,0.6156,0.426
kucoin,ENJUSDT,2026-02-28,0.5773,0.5719
kucoin,ENSOUSDT,2025-10-14,8.2376,0.8076
kucoin,EPICUSDT,2025-06-21,0.6094,1.0893
kucoin,EQTYUSDT,2025-11-10,2.5176,1.1572
kucoin,ERAUSDT,2025-07-17,3.7272,0.6506
kucoin,ERGBTC,2025-07-02,0.5287,0.5189
kucoin,ESUSDT,2025-07-16,1.4475,1.0991
kucoin,ESEUSDT,2025-09-24,0.5843,0.5675
kucoin,ESIMUSDT,2026-01-05,2.6057,1.2263
kucoin,ESPUSDT,2026-02-12,4.3286,0.6838
kucoin,ETHFIUSDT,2025-06-23,0.5197,0.3601
kucoin,ETHWUSDT,2025-06-30,0.5372,0.3734
kucoin,ETNUSDT,2025-07-08,2.2028,0.5057
kucoin,EULUSDT,2025-06-12,0.5351,0.4435
kucoin,EWTBTC,2025-05-15,0.6155,0.3027
kucoin,FUSDT,2025-08-24,0.5603,0.3617
kucoin,FARTCOINUSDT,2025-06-05,0.63,1.0652
kucoin,FBUSDT,2026-01-09,0.7727,0.6211
kucoin,FETBTC,2025-10-20,0.6709,0.6363
kucoin,FETUSDT,2025-10-20,0.5828,0.7
kucoin,FFUSDT,2025-09-29,64.8,0.8725
kucoin,FIDAUSDT,2025-06-22,0.5714,0.4488
kucoin,FIGHTUSDT,2026-01-22,4.908,0.989
kucoin,FILUSDT,2025-10-20,1.5701,0.4099
kucoin,FITFIUSDT,2025-06-02,0.5042,1.0932
kucoin,FLKUSDT,2025-10-14,2.114,1.2208
kucoin,FLOCKUSDT,2025-06-06,0.8993,1.0008
kucoin,FLOWUSDT,2026-02-06,0.6682,1.3048
kucoin,FLRUSDT,2025-07-05,0.6789,0.4518
kucoin,FOGOUSDT,2026-01-15,2.348,0.8311
kucoin,FOLKSUSDT,2025-11-06,9.8484,0.389
kucoin,FORTUSDT,2025-06-01,0.8088,0.7855
kucoin,FORTHUSDT,2025-08-01,0.5339,0.923
kucoin,FOXYUSDT,2025-06-23,0.6385,0.5186
kucoin,FTTUSDT,2025-07-01,0.6085,0.4021
kucoin,FUELUSDT,2026-01-06,0.5405,1.0348
kucoin,FUNUSDT,2026-01-15,3.2537,0.9536
kucoin,FWOGUSDT,2025-06-06,0.5186,1.4565
kucoin,GUSDT,2026-01-07,0.8711,1.0286
kucoin,G3USDT,2025-07-09,1.1502,1.227
kucoin,GAIAUSDT,2025-07-30,2.3988,1.0182
kucoin,GAINUSDT,2025-09-24,8.6311,1.0776
kucoin,GALAXUSDT,2025-07-05,0.5101,0.5297
kucoin,GAMEAIUSDT,2025-05-16,0.5631,1.3632
kucoin,GENIUSUSDT,2026-04-30,0.7778,0.4471
kucoin,GFUSDT,2026-03-06,16.9288,0.9161
kucoin,GHXUSDT,2025-09-26,0.5789,1.0636
kucoin,GIGAUSDT,2025-05-31,0.5376,1.0664
kucoin,GIGGLEUSDT,2025-10-10,3.5649,0.7014
kucoin,GIZAUSDT,2025-05-20,99.0004,1.0011
kucoin,GLMUSDT,2025-07-02,0.5436,0.385
kucoin,GLMRUSDT,2025-11-21,0.511,0.8506
kucoin,GLQUSDT,2025-10-17,0.5229,1.4833
kucoin,GMEEUSDT,2025-08-02,0.8366,0.6284
kucoin,GMRXUSDT,2025-07-30,0.5862,1.3431
kucoin,GMTUSDT,2025-12-23,1.0669,0.6686
kucoin,GMXUSDT,2025-07-22,1.2886,0.7682
kucoin,GNSUSDT,2025-06-04,1.2651,0.6731
kucoin,GOATUSDT,2025-06-23,0.774,0.4054
kucoin,GODSUSDT,2025-07-12,0.8853,0.8676
kucoin,GOMININGUSDT,2025-06-16,0.683,0.428
kucoin,GPSUSDT,2025-05-31,0.5638,0.8741
kucoin,GRASSUSDT,2025-11-02,0.8826,0.9503
kucoin,GRIFFAINUSDT,2025-06-23,0.7714,0.3741
kucoin,GTAIUSDT,2025-09-09,0.7343,1.0435
kucoin,GTCUSDT,2025-07-05,0.5404,0.4451
kucoin,GUNUSDT,2025-06-18,0.6048,0.4692
kucoin,GWEIUSDT,2026-01-21,8.649,0.5014
kucoin,HUSDT,2025-06-25,32.3691,0.9735
kucoin,HAEDALUSDT,2025-05-15,0.5043,1.3556
kucoin,HAIUSDT,2025-06-21,0.5047,0.9248
kucoin,HANAUSDT,2025-09-26,1.0464,1.0979
kucoin,HEARTUSDT,2026-04-23,0.8368,0.4543
kucoin,HEIUSDT,2025-06-07,0.8302,1.0864
kucoin,HFTUSDT,2025-06-14,2.125,0.3442
kucoin,HIGHUSDT,2025-10-23,0.5497,1.0723
kucoin,HIPPOUSDT,2025-06-23,0.5804,0.3842
kucoin,HMNDUSDT,2026-04-28,0.5245,0.9366
kucoin,HMSTRUSDT,2025-06-29,0.5974,0.5669
kucoin,HOLDUSDT,2025-06-23,0.6364,0.9467
kucoin,HOLOUSDT,2025-09-11,17.3012,0.8285
kucoin,HOMEUSDT,2025-06-10,39.939,0.934
kucoin,HONEYUSDT,2025-07-02,0.515,0.5183
kucoin,HOUSEUSDT,2025-05-15,0.7532,1.2705
kucoin,HPOS10IUSDT,2025-05-17,1.4226,1.1097
kucoin,HSKUSDT,2025-06-07,1.9116,0.4716
kucoin,HUMAUSDT,2025-05-26,13.6667,0.7129
kucoin,HYDRAUSDT,2026-04-14,0.6529,1.1854
kucoin,HYPEUSDT,2025-05-15,0.5859,0.5842
kucoin,HYPERUSDT,2025-06-23,6.3423,0.3717
kucoin,IAGUSDT,2025-10-28,4.6769,0.9706
kucoin,ICNTUSDT,2025-07-03,7.5227,0.7018
kucoin,ICPBTC,2025-10-17,1.2621,0.3962
kucoin,ICPUSDT,2025-10-17,1.1082,0.4122
kucoin,IDUSDT,2025-12-22,0.9195,0.8179
kucoin,IDOSUSDT,2026-03-05,2.9,1.137
kucoin,IKAUSDT,2025-07-29,33.0584,0.6859
kucoin,ILVUSDT,2025-07-02,0.5475,0.3454
kucoin,IMUUSDT,2026-01-22,6.2857,1.0732
kucoin,INUSDT,2025-08-07,5.4205,0.5345
kucoin,INITUSDT,2025-07-02,0.5427,0.8066
kucoin,INJBTC,2026-04-25,0.7074,0.3971
kucoin,INJUSDT,2026-04-25,0.7785,0.3624
kucoin,INSPUSDT,2025-06-05,0.7594,0.7961
kucoin,INXUSDT,2026-01-30,9.4,0.8624
kucoin,IOUSDT,2025-09-05,0.5564,0.918
kucoin,IONUSDT,2026-04-12,0.6387,1.6579
kucoin,IOSTUSDT,2025-07-02,0.7199,0.4711
kucoin,IOTXBTC,2025-07-29,0.5026,0.4896
kucoin,IPUSDT,2025-06-24,0.53,0.4463
kucoin,IRUSDT,2025-12-17,5.269,0.9393
kucoin,IRYSUSDT,2025-11-26,0.9582,1.0943
kucoin,ISLMUSDT,2025-12-09,1.4091,0.7088
kucoin,ISPUSDT,2025-07-06,0.54,0.5247
kucoin,ITHACAUSDT,2025-05-26,0.5423,1.3546
kucoin,JUSDT,2025-07-05,0.5235,1.1881
kucoin,JCTUSDT,2025-11-10,11.375,0.8375
kucoin,JELLYJELLYUSDT,2025-06-06,0.5444,0.5209
kucoin,JSTUSDT,2026-04-16,0.5481,0.5062
kucoin,JUPUSDT,2025-07-05,0.5712,0.5763
kucoin,KACEUSDT,2025-06-23,0.6336,0.6784
kucoin,KAIOUSDT,2026-05-06,25.526,0.7339
kucoin,KAITOUSDT,2025-08-26,0.5467,0.6861
kucoin,KARRATUSDT,2025-06-25,0.5268,0.5198
kucoin,KASBTC,2025-11-23,0.5258,0.7179
kucoin,KASUSDT,2025-06-23,0.5044,0.393
kucoin,KATUSDT,2026-03-18,0.899,1.1557
kucoin,KAVAUSDT,2025-10-31,0.5643,1.0333
kucoin,KBEATUSDT,2025-11-02,32.3428,0.601
kucoin,KERNELUSDT,2025-05-18,0.5639,1.1554
kucoin,KGENUSDT,2025-10-07,40.316,0.9463
kucoin,KILOUSDT,2025-06-21,0.8622,0.6586
kucoin,KINUSDT,2026-01-30,19.367,1.0127
kucoin,KITEUSDT,2025-11-03,6.75,0.6383
kucoin,KLINKUSDT,2025-10-07,5.5276,1.0024
kucoin,KLVUSDT,2025-11-05,0.507,0.9745
kucoin,KMNOUSDT,2025-08-31,0.8215,0.4254
kucoin,KNCBTC,2025-06-24,1.1134,0.6049
kucoin,KNCUSDT,2025-06-24,1.3974,0.5542
kucoin,KOMAUSDT,2025-06-28,0.6388,0.4244
kucoin,KORIUSDT,2025-08-29,11.4114,0.9757
kucoin,KPOLUSDT,2025-05-26,0.5778,0.9464
kucoin,KRLUSDT,2025-06-30,0.5312,0.5313
kucoin,KSMUSDT,2025-07-02,0.5281,0.3867
kucoin,KYOUSDT,2025-12-10,9.0,1.0414
kucoin,L3USDT,2025-05-15,0.5916,0.7783
kucoin,LAUSDT,2025-06-04,1127.0,0.9917
kucoin,LABUSDT,2025-10-14,46.5,0.6567
kucoin,LADYSUSDT,2025-11-11,0.5681,1.1631
kucoin,LATUSDT,2025-05-30,0.605,0.5725
kucoin,LAVAUSDT,2025-07-24,0.5203,0.7825
kucoin,LAYERUSDT,2025-07-30,0.5406,1.211
kucoin,LIGHTUSDT,2025-09-27,7.1373,0.5849
kucoin,LIKEUSDT,2025-05-20,0.5004,0.8456
kucoin,LINEAUSDT,2025-09-10,8.4958,0.5764
kucoin,LINGOUSDT,2025-11-17,0.6025,1.2101
kucoin,LINKUSDT,2025-07-05,0.5394,0.3327
kucoin,LISTAUSDT,2025-05-15,0.512,1.1109
kucoin,LITUSDT,2026-01-15,3.2,0.8494
kucoin,LKIUSDT,2025-06-19,0.5094,1.0008
kucoin,LMTSUSDT,2025-10-23,1.2068,0.8429
kucoin,LMWRUSDT,2025-06-21,0.5327,0.655
kucoin,LOCUSUSDT,2025-09-10,0.5611,1.0636
kucoin,LOFIUSDT,2025-06-23,0.7097,0.4205
kucoin,LOTUSDT,2025-06-25,1.63,0.547
kucoin,LPTUSDT,2025-05-15,1.3477,0.7969
kucoin,LQTYUSDT,2025-05-31,0.6986,0.6356
kucoin,LRCUSDT,2025-07-05,0.5379,0.5359
kucoin,LRDSUSDT,2025-07-12,0.7259,0.8142
kucoin,LSKUSDT,2025-07-02,0.5195,0.5505
kucoin,LUMIAUSDT,2025-06-23,1.1463,0.6383
kucoin,LUNAUSDT,2025-11-18,1.1536,0.7302
kucoin,LUNCUSDT,2025-11-18,1.5959,0.623
kucoin,LVVAUSDT,2025-06-23,1.1946,0.9182
kucoin,LYNUSDT,2025-10-06,12.323,0.9785
kucoin,LYXUSDT,2025-07-01,0.5161,1.0288
kucoin,MAGICUSDT,2025-06-06,0.5042,0.804
kucoin,MAIGAUSDT,2025-09-17,4.75,0.9443
kucoin,MAJORUSDT,2025-05-16,0.5394,0.9983
kucoin,MANUSDT,2025-06-22,0.5503,0.6367
kucoin,MANAUSDT,2025-07-01,0.5108,0.4165
kucoin,MANTRABTC,2026-03-10,1.5,1.0957
kucoin,MANTRAUSDT,2026-03-10,1.7,1.1439
kucoin,MANYUUSDT,2025-07-18,2.2915,1.0626
kucoin,MAPOUSDT,2025-05-27,1.2293,0.9084
kucoin,MARS4USDT,2025-05-15,0.6605,1.1336
kucoin,MATUSDT,2025-06-19,12.67,1.0264
kucoin,MAVUSDT,2025-06-13,0.8555,1.0365
kucoin,MAVIAUSDT,2025-06-27,0.5351,0.3839
kucoin,MBLUSDT,2025-09-21,0.7968,1.3114
kucoin,MEUSDT,2025-09-04,0.5724,0.8843
kucoin,MEGAUSDT,2026-04-30,1.5707,0.9356
kucoin,MELANIAUSDT,2025-07-09,0.5714,0.5962
kucoin,MEMEUSDT,2025-07-02,0.5089,0.3342
kucoin,MEMEFIUSDT,2025-06-13,0.5042,1.25
kucoin,MERLUSDT,2025-05-17,0.5611,1.0583
kucoin,METUSDT,2025-10-23,1.53,0.7336
kucoin,METADAOUSDT,2026-05-06,0.8392,0.9223
kucoin,METISUSDT,2025-10-11,0.524,0.8949
kucoin,MEWUSDT,2025-05-18,0.5496,1.1024
kucoin,MEZOUSDT,2026-04-01,1.8792,1.0213
kucoin,MFUSDT,2025-10-06,4.461,0.9983
kucoin,MGOUSDT,2025-06-24,6.6,0.8192
kucoin,MILADYCULTUSDT,2025-06-23,0.6568,0.3285
kucoin,MINUSDT,2025-12-18,2.3966,0.8096
kucoin,MINAUSDT,2025-10-17,0.518,0.9593
kucoin,MIRAUSDT,2025-09-26,18.449,0.8802
kucoin,MLKUSDT,2025-07-20,0.5928,1.1325
kucoin,MMTUSDT,2025-11-04,48.0,0.9646
kucoin,MNDEUSDT,2025-05-15,0.8975,0.9335
kucoin,MOCAUSDT,2025-06-25,0.5827,0.7776
kucoin,MOGUSDT,2025-05-18,0.5127,1.3638
kucoin,MONUSDT,2025-11-24,3.932,0.6564
kucoin,MONPROUSDT,2025-06-14,0.5632,1.0467
kucoin,MOODENGUSDT,2025-05-17,0.6427,1.1702
kucoin,MORIUSDT,2025-07-15,0.6151,1.4827
kucoin,MOVEUSDT,2025-06-20,0.5202,0.7651
kucoin,MOVRUSDT,2026-03-30,3.28,0.6607
kucoin,MPCUSDT,2025-06-22,2.1034,1.0586
kucoin,MTLUSDT,2025-07-05,0.6335,0.6773
kucoin,MTRGUSDT,2025-05-16,0.522,0.7477
kucoin,MTVUSDT,2025-07-06,0.6321,0.6683
