exchange,symbol,date,file,increase_pct,retracement_pct,peak_bucket,label
bybit,PARTIUSDT,2025-07-06,PARTIUSDT_2025-07-06_klines.csv,0.79,0.0,,VOLATILE_CONTROL
bybit,PENGUINUSDT,2026-01-31,PENGUINUSDT_2026-01-31_klines.csv,123.33,69.11,extreme,PUMP
bybit,PEOPLEUSDT,2025-05-09,PEOPLEUSDT_2025-05-09_klines.csv,9.37,55.63,micro,PUMP
bybit,PIEVERSEUSDT,2025-11-15,PIEVERSEUSDT_2025-11-15_klines.csv,8.17,50.55,micro,PUMP
bybit,PIRATEUSDT,2025-05-09,PIRATEUSDT_2025-05-09_klines.csv,12.81,90.69,small,PUMP
bybit,PIRATEUSDT,2025-07-02,PIRATEUSDT_2025-07-02_klines.csv,0.5,0.0,,VOLATILE_CONTROL
bybit,PLUMEUSDT,2025-06-22,PLUMEUSDT_2025-06-22_klines.csv,2.59,0.0,,VOLATILE_CONTROL
bybit,PONKEUSDT,2025-05-09,PONKEUSDT_2025-05-09_klines.csv,8.37,72.81,micro,PUMP
bybit,PORTALSUSDT,2025-09-16,PORTALSUSDT_2025-09-16_klines.csv,960.2,35.52,extreme,PUMP
bybit,PORTALUSDT,2025-05-15,PORTALUSDT_2025-05-15_klines.csv,1.5,0.0,,VOLATILE_CONTROL
bybit,PRCLUSDT,2025-06-22,PRCLUSDT_2025-06-22_klines.csv,4.06,0.0,,VOLATILE_CONTROL
bybit,PRIMEUSDT,2025-06-23,PRIMEUSDT_2025-06-23_klines.csv,1.38,0.0,,VOLATILE_CONTROL
bybit,PROVEUSDT,2025-09-08,PROVEUSDT_2025-09-08_klines.csv,50.38,14.02,,VOLATILE_CONTROL
bybit,PSGUSDT,2026-04-26,PSGUSDT_2026-04-26_klines.csv,0.57,0.0,,VOLATILE_CONTROL
bybit,PUFFERUSDT,2025-07-02,PUFFERUSDT_2025-07-02_klines.csv,1.07,0.0,,VOLATILE_CONTROL
bybit,PUMPUSDT,2025-07-14,PUMPUSDT_2025-07-14_klines.csv,515.0,20.17,,VOLATILE_CONTROL
bybit,PYBOBOUSDT,2026-01-26,PYBOBOUSDT_2026-01-26_klines.csv,130.0,20.34,,VOLATILE_CONTROL
bybit,PYTHUSDT,2025-07-05,PYTHUSDT_2025-07-05_klines.csv,0.41,0.0,,VOLATILE_CONTROL
bybit,QNTUSDT,2025-11-22,QNTUSDT_2025-11-22_klines.csv,2.85,0.0,,VOLATILE_CONTROL
bybit,QORPOUSDT,2025-06-05,QORPOUSDT_2025-06-05_klines.csv,2.46,0.0,,VOLATILE_CONTROL
bybit,RATSUSDT,2025-09-09,RATSUSDT_2025-09-09_klines.csv,3.47,0.0,,VOLATILE_CONTROL
bybit,RECALLUSDT,2025-10-15,RECALLUSDT_2025-10-15_klines.csv,752.6,67.94,extreme,PUMP
bybit,REDUSDT,2025-07-09,REDUSDT_2025-07-09_klines.csv,0.59,0.0,,VOLATILE_CONTROL
bybit,RENDERUSDT,2025-11-05,RENDERUSDT_2025-11-05_klines.csv,0.7,0.0,,VOLATILE_CONTROL
bybit,RESOLVUSDT,2025-06-10,RESOLVUSDT_2025-06-10_klines.csv,350.0,64.68,extreme,PUMP
bybit,ROAMUSDT,2025-05-31,ROAMUSDT_2025-05-31_klines.csv,1.24,0.0,,VOLATILE_CONTROL
bybit,ROBOUSDT,2026-02-27,ROBOUSDT_2026-02-27_klines.csv,342.8,22.37,,VOLATILE_CONTROL
bybit,ROSEUSDT,2025-10-22,ROSEUSDT_2025-10-22_klines.csv,1.53,0.0,,VOLATILE_CONTROL
bybit,RPLUSDT,2025-05-24,RPLUSDT_2025-05-24_klines.csv,1.75,0.0,,VOLATILE_CONTROL
bybit,RVNUSDT,2025-05-18,RVNUSDT_2025-05-18_klines.csv,1.07,0.0,,VOLATILE_CONTROL
bybit,SAFEUSDT,2025-05-16,SAFEUSDT_2025-05-16_klines.csv,2.35,0.0,,VOLATILE_CONTROL
bybit,SAHARAUSDT,2025-06-26,SAHARAUSDT_2025-06-26_klines.csv,275.0,54.68,extreme,PUMP
bybit,SANDUSDT,2026-01-01,SANDUSDT_2026-01-01_klines.csv,1.47,0.0,,VOLATILE_CONTROL
bybit,SAROSUSDT,2025-05-15,SAROSUSDT_2025-05-15_klines.csv,1.33,0.0,,VOLATILE_CONTROL
bybit,SATSUSDT,2025-09-09,SATSUSDT_2025-09-09_klines.csv,3.2,0.0,,VOLATILE_CONTROL
bybit,SCAUSDT,2025-06-14,SCAUSDT_2025-06-14_klines.csv,0.01,0.0,,VOLATILE_CONTROL
bybit,SCORUSDT,2025-12-17,SCORUSDT_2025-12-17_klines.csv,801.33,94.99,extreme,PUMP
bybit,SCRTUSDT,2025-07-05,SCRTUSDT_2025-07-05_klines.csv,1.37,0.0,,VOLATILE_CONTROL
bybit,SDUSDT,2025-05-16,SDUSDT_2025-05-16_klines.csv,0.3,0.0,,VOLATILE_CONTROL
bybit,SEIUSDT,2025-06-07,SEIUSDT_2025-06-07_klines.csv,2.12,0.0,,VOLATILE_CONTROL
bybit,SENTUSDT,2026-01-22,SENTUSDT_2026-01-22_klines.csv,474.6,29.0,,VOLATILE_CONTROL
bybit,SIGNUSDT,2025-09-06,SIGNUSDT_2025-09-06_klines.csv,1.6,0.0,,VOLATILE_CONTROL
bybit,SKRUSDT,2026-01-21,SKRUSDT_2026-01-21_klines.csv,411.84,32.55,extreme,PUMP
bybit,SKYUSDT,2025-09-04,SKYUSDT_2025-09-04_klines.csv,50.32,8.11,,VOLATILE_CONTROL
bybit,SOMIUSDT,2025-09-02,SOMIUSDT_2025-09-02_klines.csv,131.33,69.72,extreme,PUMP
bybit,SONICUSDT,2025-12-24,SONICUSDT_2025-12-24_klines.csv,0.81,0.0,,VOLATILE_CONTROL
bybit,SOSOUSDT,2025-06-07,SOSOUSDT_2025-06-07_klines.csv,4.35,0.0,,VOLATILE_CONTROL
bybit,SPKUSDT,2025-06-17,SPKUSDT_2025-06-17_klines.csv,192.5,61.59,extreme,PUMP
bybit,SPXUSDT,2025-05-15,SPXUSDT_2025-05-15_klines.csv,1.68,0.0,,VOLATILE_CONTROL
bybit,SQDUSDT,2025-07-14,SQDUSDT_2025-07-14_klines.csv,3.87,0.0,,VOLATILE_CONTROL
bybit,STABLEUSDT,2025-12-08,STABLEUSDT_2025-12-08_klines.csv,211.11,50.42,extreme,PUMP
bybit,STRKUSDT,2025-06-23,STRKUSDT_2025-06-23_klines.csv,1.86,0.0,,VOLATILE_CONTROL
bybit,SUNDOGUSDT,2025-05-09,SUNDOGUSDT_2025-05-09_klines.csv,9.39,69.9,micro,PUMP
bybit,SUNDOGUSDT,2025-12-18,SUNDOGUSDT_2025-12-18_klines.csv,2.27,0.0,,VOLATILE_CONTROL
bybit,SUNUSDT,2025-09-02,SUNUSDT_2025-09-02_klines.csv,0.82,0.0,,VOLATILE_CONTROL
bybit,SUPRAUSDT,2025-06-23,SUPRAUSDT_2025-06-23_klines.csv,1.03,0.0,,VOLATILE_CONTROL
bybit,SUSDT,2025-11-04,SUSDT_2025-11-04_klines.csv,1.89,0.0,,VOLATILE_CONTROL
bybit,SVLUSDT,2025-05-18,SVLUSDT_2025-05-18_klines.csv,0.0,0.0,,VOLATILE_CONTROL
bybit,SWELLUSDT,2025-06-29,SWELLUSDT_2025-06-29_klines.csv,2.01,0.0,,VOLATILE_CONTROL
bybit,SYNDUSDT,2025-10-27,SYNDUSDT_2025-10-27_klines.csv,49.91,20.12,,VOLATILE_CONTROL
bybit,TACUSDT,2025-07-15,TACUSDT_2025-07-15_klines.csv,900.0,80.99,extreme,PUMP
bybit,TAIKOUSDT,2025-07-03,TAIKOUSDT_2025-07-03_klines.csv,0.92,0.0,,VOLATILE_CONTROL
bybit,TAIUSDT,2025-05-15,TAIUSDT_2025-05-15_klines.csv,2.69,0.0,,VOLATILE_CONTROL
bybit,TAUSDT,2025-07-21,TAUSDT_2025-07-21_klines.csv,382.71,26.89,,VOLATILE_CONTROL
bybit,TELUSDT,2025-06-27,TELUSDT_2025-06-27_klines.csv,0.95,0.0,,VOLATILE_CONTROL
bybit,THETAUSDT,2026-03-31,THETAUSDT_2026-03-31_klines.csv,1.8,0.0,,VOLATILE_CONTROL
bybit,TIAUSDT,2025-07-05,TIAUSDT_2025-07-05_klines.csv,0.93,0.0,,VOLATILE_CONTROL
bybit,TNSRUSDT,2025-07-06,TNSRUSDT_2025-07-06_klines.csv,0.63,0.0,,VOLATILE_CONTROL
bybit,TOKENUSDT,2025-06-23,TOKENUSDT_2025-06-23_klines.csv,1.42,0.0,,VOLATILE_CONTROL
bybit,TOSHIUSDT,2025-06-23,TOSHIUSDT_2025-06-23_klines.csv,6.47,22.78,,VOLATILE_CONTROL
bybit,TOWNSUSDT,2025-08-05,TOWNSUSDT_2025-08-05_klines.csv,184.41,78.33,extreme,PUMP
bybit,TREEUSDT,2025-07-29,TREEUSDT_2025-07-29_klines.csv,600.0,64.68,extreme,PUMP
bybit,TRIAUSDT,2026-02-03,TRIAUSDT_2026-02-03_klines.csv,400.0,46.87,extreme,PUMP
bybit,TRUMPUSDT,2025-10-18,TRUMPUSDT_2025-10-18_klines.csv,1.39,0.0,,VOLATILE_CONTROL
bybit,TUNAUSDT,2025-07-30,TUNAUSDT_2025-07-30_klines.csv,2653.95,95.29,extreme,PUMP
bybit,TWTUSDT,2025-09-02,TWTUSDT_2025-09-02_klines.csv,1.1,0.0,,VOLATILE_CONTROL
bybit,UMAUSDT,2025-05-22,UMAUSDT_2025-05-22_klines.csv,1.49,0.0,,VOLATILE_CONTROL
bybit,USDYUSDT,2025-08-30,USDYUSDT_2025-08-30_klines.csv,0.0,0.0,,VOLATILE_CONTROL
bybit,USTCUSDT,2025-07-02,USTCUSDT_2025-07-02_klines.csv,1.3,0.0,,VOLATILE_CONTROL
bybit,UUSDT,2025-09-04,UUSDT_2025-09-04_klines.csv,616.0,89.45,extreme,PUMP
bybit,VANAUSDT,2026-02-06,VANAUSDT_2026-02-06_klines.csv,2.13,0.0,,VOLATILE_CONTROL
bybit,VANRYUSDT,2025-06-23,VANRYUSDT_2025-06-23_klines.csv,2.47,0.0,,VOLATILE_CONTROL
bybit,VELOUSDT,2025-07-01,VELOUSDT_2025-07-01_klines.csv,1.05,0.0,,VOLATILE_CONTROL
bybit,VIRTUALUSDT,2025-05-18,VIRTUALUSDT_2025-05-18_klines.csv,0.88,0.0,,VOLATILE_CONTROL
bybit,VOOIUSDT,2025-12-18,VOOIUSDT_2025-12-18_klines.csv,380.0,73.5,extreme,PUMP
bybit,VTHOUSDT,2025-12-19,VTHOUSDT_2025-12-19_klines.csv,0.65,0.0,,VOLATILE_CONTROL
bybit,VVVUSDT,2025-06-06,VVVUSDT_2025-06-06_klines.csv,1.53,0.0,,VOLATILE_CONTROL
bybit,WALUSDT,2025-12-23,WALUSDT_2025-12-23_klines.csv,0.88,0.0,,VOLATILE_CONTROL
bybit,WAXPUSDT,2026-03-02,WAXPUSDT_2026-03-02_klines.csv,1.78,0.0,,VOLATILE_CONTROL
bybit,WCTUSDT,2025-05-15,WCTUSDT_2025-05-15_klines.csv,1.9,0.0,,VOLATILE_CONTROL
bybit,WEMIXUSDT,2025-05-31,WEMIXUSDT_2025-05-31_klines.csv,8.79,158.93,micro,PUMP
bybit,WETUSDT,2025-12-09,WETUSDT_2025-12-09_klines.csv,463.87,5.42,,VOLATILE_CONTROL
bybit,WHITEWHALEUSDT,2026-01-06,WHITEWHALEUSDT_2026-01-06_klines.csv,146.59,19.53,,VOLATILE_CONTROL
bybit,WIFUSDT,2025-06-23,WIFUSDT_2025-06-23_klines.csv,1.37,0.0,,VOLATILE_CONTROL
bybit,WLDUSDT,2025-05-18,WLDUSDT_2025-05-18_klines.csv,0.84,0.0,,VOLATILE_CONTROL
bybit,WLFIUSDT,2025-09-01,WLFIUSDT_2025-09-01_klines.csv,340.99,44.25,extreme,PUMP
bybit,XAIUSDT,2025-06-23,XAIUSDT_2025-06-23_klines.csv,1.77,0.0,,VOLATILE_CONTROL
bybit,XANUSDT,2025-09-29,XANUSDT_2025-09-29_klines.csv,535.56,63.67,extreme,PUMP
bybit,XEMUSDT,2025-06-14,XEMUSDT_2025-06-14_klines.csv,6.47,151.43,micro,PUMP
bybit,XIONUSDT,2025-05-23,XIONUSDT_2025-05-23_klines.csv,2.43,0.0,,VOLATILE_CONTROL
bybit,XLMBTC,2025-06-26,XLMBTC_2025-06-26_klines.csv,0.44,0.0,,VOLATILE_CONTROL
bybit,XPLUSDT,2025-09-25,XPLUSDT_2025-09-25_klines.csv,383.85,5.29,,VOLATILE_CONTROL
bybit,XTERUSDT,2025-08-06,XTERUSDT_2025-08-06_klines.csv,0.63,0.0,,VOLATILE_CONTROL
bybit,XTZUSDT,2025-07-02,XTZUSDT_2025-07-02_klines.csv,0.78,0.0,,VOLATILE_CONTROL
bybit,YBUSDT,2025-10-15,YBUSDT_2025-10-15_klines.csv,180.63,36.1,extreme,PUMP
bybit,ZAMAUSDT,2026-02-02,ZAMAUSDT_2026-02-02_klines.csv,295.0,30.14,extreme,PUMP
bybit,ZBTUSDT,2025-10-17,ZBTUSDT_2025-10-17_klines.csv,940.0,62.45,extreme,PUMP
bybit,ZENTUSDT,2025-08-16,ZENTUSDT_2025-08-16_klines.csv,0.69,0.0,,VOLATILE_CONTROL
bybit,ZENUSDT,2025-09-15,ZENUSDT_2025-09-15_klines.csv,0.8,0.0,,VOLATILE_CONTROL
bybit,ZEREBROUSDT,2025-06-22,ZEREBROUSDT_2025-06-22_klines.csv,0.36,0.0,,VOLATILE_CONTROL
bybit,ZETAUSDT,2026-01-21,ZETAUSDT_2026-01-21_klines.csv,2.75,0.0,,VOLATILE_CONTROL
bybit,ZEXUSDT,2025-05-17,ZEXUSDT_2025-05-17_klines.csv,0.28,0.0,,VOLATILE_CONTROL
bybit,ZIGUSDT,2025-07-06,ZIGUSDT_2025-07-06_klines.csv,0.48,0.0,,VOLATILE_CONTROL
bybit,ZILUSDT,2026-01-20,ZILUSDT_2026-01-20_klines.csv,0.75,0.0,,VOLATILE_CONTROL
bybit,ZKCUSDT,2025-09-15,ZKCUSDT_2025-09-15_klines.csv,787.0,58.5,extreme,PUMP
bybit,ZKJUSDT,2025-06-16,ZKJUSDT_2025-06-16_klines.csv,18.83,62.0,small,PUMP
bybit,ZKPUSDT,2025-12-19,ZKPUSDT_2025-12-19_klines.csv,208.66,42.48,extreme,PUMP
bybit,ZKUSDT,2025-06-23,ZKUSDT_2025-06-23_klines.csv,1.55,0.0,,VOLATILE_CONTROL
bybit,ZORAUSDT,2025-06-26,ZORAUSDT_2025-06-26_klines.csv,4.84,0.0,,VOLATILE_CONTROL
bybit,ZRCUSDT,2025-06-06,ZRCUSDT_2025-06-06_klines.csv,8.75,26.34,,VOLATILE_CONTROL
bybit,ZROUSDT,2025-08-01,ZROUSDT_2025-08-01_klines.csv,0.35,0.0,,VOLATILE_CONTROL
bybit,ZRXUSDT,2025-12-15,ZRXUSDT_2025-12-15_klines.csv,2.91,0.0,,VOLATILE_CONTROL
gateio,0GUSDT,2025-09-22,0GUSDT_2025-09-22_klines.csv,79.38,142.39,extreme,PUMP
gateio,0GUSDT,2025-09-22,0GUSDT_2025-09-22_klines_L2.csv,,,,ERROR
gateio,0GUSDT,2025-09-22,0GUSDT_2025-09-22_klines_market_ctx.csv,,,,ERROR
gateio,0GUSDT,2025-09-22,0GUSDT_2025-09-22_klines_trades.csv,,,,ERROR
gateio,10SETUSDT,2026-02-27,10SETUSDT_2026-02-27_klines.csv,1.83,0.0,,VOLATILE_CONTROL
gateio,1INCHUSDT,2025-06-25,1INCHUSDT_2025-06-25_klines.csv,3.22,0.0,,VOLATILE_CONTROL
gateio,2ZUSDT,2025-11-20,2ZUSDT_2025-11-20_klines.csv,54.22,122.14,extreme,PUMP
gateio,2ZUSDT,2025-11-20,2ZUSDT_2025-11-20_klines_L2.csv,,,,ERROR
gateio,2ZUSDT,2025-11-20,2ZUSDT_2025-11-20_klines_market_ctx.csv,,,,ERROR
gateio,2ZUSDT,2025-11-20,2ZUSDT_2025-11-20_klines_trades.csv,,,,ERROR
gateio,3KDSUSDT,2026-01-27,3KDSUSDT_2026-01-27_klines.csv,1100.0,106.39,extreme,PUMP
gateio,3KDSUSDT,2026-01-27,3KDSUSDT_2026-01-27_klines_L2.csv,,,,ERROR
gateio,3KDSUSDT,2026-01-27,3KDSUSDT_2026-01-27_klines_market_ctx.csv,,,,ERROR
gateio,3KDSUSDT,2026-01-27,3KDSUSDT_2026-01-27_klines_trades.csv,,,,ERROR
gateio,A2ZUSDT,2025-06-24,A2ZUSDT_2025-06-24_klines.csv,8.09,277.88,micro,PUMP
gateio,A2ZUSDT,2025-06-24,A2ZUSDT_2025-06-24_klines_L2.csv,,,,ERROR
gateio,A2ZUSDT,2025-06-24,A2ZUSDT_2025-06-24_klines_market_ctx.csv,,,,ERROR
gateio,A2ZUSDT,2025-06-24,A2ZUSDT_2025-06-24_klines_trades.csv,,,,ERROR
gateio,A47USDT,2025-05-25,A47USDT_2025-05-25_klines.csv,23.38,155.46,medium,PUMP
gateio,A47USDT,2025-05-25,A47USDT_2025-05-25_klines_L2.csv,,,,ERROR
gateio,A47USDT,2025-05-25,A47USDT_2025-05-25_klines_market_ctx.csv,,,,ERROR
gateio,A47USDT,2025-05-25,A47USDT_2025-05-25_klines_trades.csv,,,,ERROR
gateio,A8USDT,2025-06-18,A8USDT_2025-06-18_klines.csv,10.97,178.83,small,PUMP
gateio,A8USDT,2025-06-18,A8USDT_2025-06-18_klines_L2.csv,,,,ERROR
gateio,A8USDT,2025-06-18,A8USDT_2025-06-18_klines_market_ctx.csv,,,,ERROR
gateio,A8USDT,2025-06-18,A8USDT_2025-06-18_klines_trades.csv,,,,ERROR
gateio,AARKUSDT,2025-05-09,AARKUSDT_2025-05-09_klines.csv,29.78,109.57,medium,PUMP
gateio,AARKUSDT,2025-05-09,AARKUSDT_2025-05-09_klines_L2.csv,,,,ERROR
gateio,AARKUSDT,2025-05-09,AARKUSDT_2025-05-09_klines_market_ctx.csv,,,,ERROR
gateio,AARKUSDT,2025-05-09,AARKUSDT_2025-05-09_klines_trades.csv,,,,ERROR
gateio,AARKUSDT,2025-05-15,AARKUSDT_2025-05-15_klines.csv,77.92,80.07,extreme,PUMP
gateio,AARTUSDT,2025-05-09,AARTUSDT_2025-05-09_klines.csv,65.42,67.74,extreme,PUMP
gateio,AARTUSDT,2025-05-09,AARTUSDT_2025-05-09_klines_L2.csv,,,,ERROR
gateio,AARTUSDT,2025-05-09,AARTUSDT_2025-05-09_klines_market_ctx.csv,,,,ERROR
gateio,AARTUSDT,2025-05-09,AARTUSDT_2025-05-09_klines_trades.csv,,,,ERROR
gateio,AARTUSDT,2025-06-14,AARTUSDT_2025-06-14_klines.csv,50.95,101.08,extreme,PUMP
gateio,AAVE3LUSDT,2025-05-09,AAVE3LUSDT_2025-05-09_klines.csv,66.14,58.5,extreme,PUMP
gateio,AAVE3LUSDT,2025-05-09,AAVE3LUSDT_2025-05-09_klines_L2.csv,,,,ERROR
gateio,AAVE3LUSDT,2025-05-09,AAVE3LUSDT_2025-05-09_klines_market_ctx.csv,,,,ERROR
gateio,AAVE3LUSDT,2025-05-09,AAVE3LUSDT_2025-05-09_klines_trades.csv,,,,ERROR
gateio,AAVE3LUSDT,2025-05-15,AAVE3LUSDT_2025-05-15_klines.csv,39.19,89.38,large,PUMP
gateio,AAVE3SUSDT,2025-05-15,AAVE3SUSDT_2025-05-15_klines.csv,107923.17,50.84,extreme,PUMP
gateio,AAVEUSDT,2025-08-06,AAVEUSDT_2025-08-06_klines.csv,33.36,11.07,,VOLATILE_CONTROL
gateio,ABTONUSDT,2025-09-03,ABTONUSDT_2025-09-03_klines.csv,2.29,0.0,,VOLATILE_CONTROL
gateio,ABTUSDT,2025-07-03,ABTUSDT_2025-07-03_klines.csv,4.95,0.0,,VOLATILE_CONTROL
gateio,ABTXUSDT,2025-09-02,ABTXUSDT_2025-09-02_klines.csv,1.43,0.0,,VOLATILE_CONTROL
gateio,ABUSDT,2025-05-09,ABUSDT_2025-05-09_klines.csv,16.98,95.3,small,PUMP
gateio,ABUSDT,2025-05-09,ABUSDT_2025-05-09_klines_L2.csv,,,,ERROR
gateio,ABUSDT,2025-05-09,ABUSDT_2025-05-09_klines_market_ctx.csv,,,,ERROR
gateio,ABUSDT,2025-05-09,ABUSDT_2025-05-09_klines_trades.csv,,,,ERROR
gateio,ABUSDT,2025-05-15,ABUSDT_2025-05-15_klines.csv,6.12,374.89,micro,PUMP
gateio,ACAUSDT,2025-06-27,ACAUSDT_2025-06-27_klines.csv,7.96,98.96,micro,PUMP
gateio,ACAUSDT,2025-06-27,ACAUSDT_2025-06-27_klines_L2.csv,,,,ERROR
gateio,ACAUSDT,2025-06-27,ACAUSDT_2025-06-27_klines_market_ctx.csv,,,,ERROR
gateio,ACAUSDT,2025-06-27,ACAUSDT_2025-06-27_klines_trades.csv,,,,ERROR
gateio,ACEUSDT,2025-06-23,ACEUSDT_2025-06-23_klines.csv,18.93,51.32,small,PUMP
gateio,ACEUSDT,2025-06-23,ACEUSDT_2025-06-23_klines_L2.csv,,,,ERROR
gateio,ACEUSDT,2025-06-23,ACEUSDT_2025-06-23_klines_market_ctx.csv,,,,ERROR
gateio,ACEUSDT,2025-06-23,ACEUSDT_2025-06-23_klines_trades.csv,,,,ERROR
gateio,ACHUSDT,2025-07-02,ACHUSDT_2025-07-02_klines.csv,12.58,0.0,,VOLATILE_CONTROL
gateio,ACMUSDT,2025-05-09,ACMUSDT_2025-05-09_klines.csv,70.19,79.43,extreme,PUMP
gateio,ACMUSDT,2025-05-09,ACMUSDT_2025-05-09_klines_L2.csv,,,,ERROR
gateio,ACMUSDT,2025-05-09,ACMUSDT_2025-05-09_klines_market_ctx.csv,,,,ERROR
gateio,ACMUSDT,2025-05-09,ACMUSDT_2025-05-09_klines_trades.csv,,,,ERROR
gateio,ACMUSDT,2025-05-15,ACMUSDT_2025-05-15_klines.csv,62.52,103.53,extreme,PUMP
gateio,ACN1USDT,2025-05-31,ACN1USDT_2025-05-31_klines.csv,24.57,29.39,,VOLATILE_CONTROL
gateio,ACN3LUSDT,2026-01-27,ACN3LUSDT_2026-01-27_klines.csv,8.7,560.81,micro,PUMP
gateio,ACN3LUSDT,2026-01-27,ACN3LUSDT_2026-01-27_klines_L2.csv,,,,ERROR
gateio,ACN3LUSDT,2026-01-27,ACN3LUSDT_2026-01-27_klines_market_ctx.csv,,,,ERROR
gateio,ACN3LUSDT,2026-01-27,ACN3LUSDT_2026-01-27_klines_trades.csv,,,,ERROR
gateio,ACN3SUSDT,2026-01-27,ACN3SUSDT_2026-01-27_klines.csv,17571.06,99.96,extreme,PUMP
gateio,ACN3SUSDT,2026-01-27,ACN3SUSDT_2026-01-27_klines_L2.csv,,,,ERROR
gateio,ACN3SUSDT,2026-01-27,ACN3SUSDT_2026-01-27_klines_market_ctx.csv,,,,ERROR
gateio,ACN3SUSDT,2026-01-27,ACN3SUSDT_2026-01-27_klines_trades.csv,,,,ERROR
gateio,ACPUSDT,2025-06-01,ACPUSDT_2025-06-01_klines.csv,78.23,129.73,extreme,PUMP
gateio,ACPUSDT,2025-06-01,ACPUSDT_2025-06-01_klines_L2.csv,,,,ERROR
gateio,ACPUSDT,2025-06-01,ACPUSDT_2025-06-01_klines_market_ctx.csv,,,,ERROR
gateio,ACPUSDT,2025-06-01,ACPUSDT_2025-06-01_klines_trades.csv,,,,ERROR
gateio,ACSUSDT,2025-06-19,ACSUSDT_2025-06-19_klines.csv,1.98,0.0,,VOLATILE_CONTROL
gateio,ACTUSDT,2025-10-31,ACTUSDT_2025-10-31_klines.csv,10.35,266.83,small,PUMP
gateio,ACTUSDT,2025-10-31,ACTUSDT_2025-10-31_klines_L2.csv,,,,ERROR
gateio,ACTUSDT,2025-10-31,ACTUSDT_2025-10-31_klines_market_ctx.csv,,,,ERROR
gateio,ACTUSDT,2025-10-31,ACTUSDT_2025-10-31_klines_trades.csv,,,,ERROR
gateio,ACUUSDT,2026-01-20,ACUUSDT_2026-01-20_klines.csv,3438.91,61.33,extreme,PUMP
gateio,ACUUSDT,2026-01-20,ACUUSDT_2026-01-20_klines_L2.csv,,,,ERROR
gateio,ACUUSDT,2026-01-20,ACUUSDT_2026-01-20_klines_market_ctx.csv,,,,ERROR
gateio,ACUUSDT,2026-01-20,ACUUSDT_2026-01-20_klines_trades.csv,,,,ERROR
gateio,ACXUSDT,2025-07-01,ACXUSDT_2025-07-01_klines.csv,5.68,271.65,micro,PUMP
gateio,ACXUSDT,2025-07-01,ACXUSDT_2025-07-01_klines_L2.csv,,,,ERROR
gateio,ACXUSDT,2025-07-01,ACXUSDT_2025-07-01_klines_market_ctx.csv,,,,ERROR
gateio,ACXUSDT,2025-07-01,ACXUSDT_2025-07-01_klines_trades.csv,,,,ERROR
gateio,ADA3LUSDT,2025-06-06,ADA3LUSDT_2025-06-06_klines.csv,59.63,108.01,extreme,PUMP
gateio,ADA3LUSDT,2025-06-06,ADA3LUSDT_2025-06-06_klines_L2.csv,,,,ERROR
gateio,ADA3LUSDT,2025-06-06,ADA3LUSDT_2025-06-06_klines_market_ctx.csv,,,,ERROR
gateio,ADA3LUSDT,2025-06-06,ADA3LUSDT_2025-06-06_klines_trades.csv,,,,ERROR
gateio,ADA3SUSDT,2025-05-14,ADA3SUSDT_2025-05-14_klines.csv,50.06,83.36,extreme,PUMP
gateio,ADA3SUSDT,2025-05-14,ADA3SUSDT_2025-05-14_klines_L2.csv,,,,ERROR
gateio,ADA3SUSDT,2025-05-14,ADA3SUSDT_2025-05-14_klines_market_ctx.csv,,,,ERROR
gateio,ADA3SUSDT,2025-05-14,ADA3SUSDT_2025-05-14_klines_trades.csv,,,,ERROR
gateio,ADA3SUSDT,2025-05-15,ADA3SUSDT_2025-05-15_klines.csv,35.93,150.95,large,PUMP
gateio,ADA5LUSDT,2025-05-09,ADA5LUSDT_2025-05-09_klines.csv,71.28,127.63,extreme,PUMP
gateio,ADA5LUSDT,2025-05-09,ADA5LUSDT_2025-05-09_klines_L2.csv,,,,ERROR
gateio,ADA5LUSDT,2025-05-09,ADA5LUSDT_2025-05-09_klines_market_ctx.csv,,,,ERROR
gateio,ADA5LUSDT,2025-05-09,ADA5LUSDT_2025-05-09_klines_trades.csv,,,,ERROR
gateio,ADA5LUSDT,2025-05-16,ADA5LUSDT_2025-05-16_klines.csv,50.4,138.19,extreme,PUMP
gateio,ADA5SUSDT,2025-05-14,ADA5SUSDT_2025-05-14_klines.csv,91.45,86.83,extreme,PUMP
gateio,ADA5SUSDT,2025-05-14,ADA5SUSDT_2025-05-14_klines_L2.csv,,,,ERROR
gateio,ADA5SUSDT,2025-05-14,ADA5SUSDT_2025-05-14_klines_market_ctx.csv,,,,ERROR
gateio,ADA5SUSDT,2025-05-14,ADA5SUSDT_2025-05-14_klines_trades.csv,,,,ERROR
gateio,ADA5SUSDT,2025-05-15,ADA5SUSDT_2025-05-15_klines.csv,56.58,160.33,extreme,PUMP
gateio,ADAPADUSDT,2025-07-28,ADAPADUSDT_2025-07-28_klines.csv,2.56,0.0,,VOLATILE_CONTROL
gateio,ADPUSDT,2025-11-19,ADPUSDT_2025-11-19_klines.csv,42.99,115.37,major,PUMP
gateio,ADPUSDT,2025-11-19,ADPUSDT_2025-11-19_klines_L2.csv,,,,ERROR
gateio,ADPUSDT,2025-11-19,ADPUSDT_2025-11-19_klines_market_ctx.csv,,,,ERROR
gateio,ADPUSDT,2025-11-19,ADPUSDT_2025-11-19_klines_trades.csv,,,,ERROR
